SiteCode,CommodityName,ContainedMetal,Longitude,Latitude
S0000012,Gold,3900.0,122.3125,-27.963344
S0000012,Gold,3900.0,122.3125,-27.963344
S0000016,Gold,369.0,122.372413,-28.007226
S0000016,Gold,888.0,122.372413,-28.007226
S0000016,Gold,1308.0,122.372413,-28.007226
S0000016,Gold,678.0,122.372413,-28.007226
S0000020,Gold,4248.846,121.290604,-30.33147
S0000020,Gold,5928.0,121.290604,-30.33147
S0000020,Gold,1625.0,121.290604,-30.33147
S0000020,Gold,5374.2,121.290604,-30.33147
S0000020,Gold,1344.0,121.290604,-30.33147
S0000020,Gold,9799.68,121.290604,-30.33147
S0000020,Gold,2783.0,121.290604,-30.33147
S0000020,Gold,7245.0,121.290604,-30.33147
S0000020,Gold,3876.0,121.290604,-30.33147
S0000020,Gold,3076.32,121.290604,-30.33147
S0000020,Gold,4141.51,121.290604,-30.33147
S0000020,Gold,1015.04,121.290604,-30.33147
S0000020,Gold,8136.7,121.290604,-30.33147
S0000020,Gold,1615.9,121.290604,-30.33147
S0000020,Gold,4956.0,121.290604,-30.33147
S0000020,Gold,8074.8,121.290604,-30.33147
S0000020,Gold,1749.0,121.290604,-30.33147
S0000020,Gold,9645.0,121.290604,-30.33147
S0000020,Gold,1348.0,121.290604,-30.33147
S0000020,Gold,6315.9,121.290604,-30.33147
S0000022,Gold,1273.944,121.28626,-30.334833
S0000022,Gold,2505.8,121.28626,-30.334833
S0000022,Gold,1776.0,121.28626,-30.334833
S0000022,Gold,1869.0,121.28626,-30.334833
S0000022,Gold,1170.0,121.28626,-30.334833
S0000022,Gold,2507.14,121.28626,-30.334833
S0000022,Gold,1773.6,121.28626,-30.334833
S0000022,Gold,1294.8,121.28626,-30.334833
S0000022,Gold,1843.2,121.28626,-30.334833
S0000022,Gold,896.8,121.28626,-30.334833
S0000022,Gold,1178.2,121.28626,-30.334833
S0000022,Gold,1359.54,121.28626,-30.334833
S0000022,Gold,3391.49,121.28626,-30.334833
S0000022,Gold,2976.8,121.28626,-30.334833
S0000022,Gold,1114.416,121.28626,-30.334833
S0000022,Gold,1271.557,121.28626,-30.334833
S0000022,Gold,5969.052,121.28626,-30.334833
S0000022,Gold,4977.261,121.28626,-30.334833
S0000022,Gold,1767.84,121.28626,-30.334833
S0000022,Gold,1690.473,121.28626,-30.334833
S0000022,Gold,8403.928,121.28626,-30.334833
S0000022,Gold,3233.034,121.28626,-30.334833
S0000022,Gold,9661.12,121.28626,-30.334833
S0000022,Gold,1620.09,121.28626,-30.334833
S0000022,Gold,2912.56,121.28626,-30.334833
S0000022,Gold,2097.55,121.28626,-30.334833
S0000022,Gold,10324.44,121.28626,-30.334833
S0000022,Gold,2567.04,121.28626,-30.334833
S0000022,Gold,2264.02,121.28626,-30.334833
S0000022,Gold,2934.8,121.28626,-30.334833
S0000022,Gold,1026.6,121.28626,-30.334833
S0000022,Gold,3987.28,121.28626,-30.334833
S0000022,Gold,110.64,121.28626,-30.334833
S0000022,Gold,3374.64,121.28626,-30.334833
S0000022,Gold,13842.108,121.28626,-30.334833
S0000022,Gold,4223.532,121.28626,-30.334833
S0000022,Gold,7457.84,121.28626,-30.334833
S0000022,Gold,1029.0,121.28626,-30.334833
S0000022,Gold,635.44,121.28626,-30.334833
S0000022,Gold,1399.78,121.28626,-30.334833
S0000022,Gold,1421.0,121.28626,-30.334833
S0000022,Gold,7033.8,121.28626,-30.334833
S0000022,Gold,2768.0,121.28626,-30.334833
S0000022,Gold,1377.6,121.28626,-30.334833
S0000022,Gold,2142.0,121.28626,-30.334833
S0000022,Gold,665.0,121.28626,-30.334833
S0000022,Gold,2592.0,121.28626,-30.334833
S0000022,Gold,6951.6,121.28626,-30.334833
S0000022,Gold,2552.0,121.28626,-30.334833
S0000022,Gold,2752.5,121.28626,-30.334833
S0000022,Gold,3538.9,121.28626,-30.334833
S0000022,Gold,1341.3,121.28626,-30.334833
S0000022,Gold,2765.0,121.28626,-30.334833
S0000022,Gold,7176.6,121.28626,-30.334833
S0000022,Gold,3760.0,121.28626,-30.334833
S0000022,Gold,2877.0,121.28626,-30.334833
S0000022,Gold,2760.8,121.28626,-30.334833
S0000022,Gold,766.5,121.28626,-30.334833
S0000022,Gold,491.28,121.28626,-30.334833
S0000022,Gold,750.6,121.28626,-30.334833
S0000022,Gold,3045.57,121.28626,-30.334833
S0000024,Gold,149.1,119.169502,-27.479601
S0000024,Gold,595.0,119.169502,-27.479601
S0000025,Gold,115.64,119.039497,-27.322929
S0000025,Gold,121.8,119.039497,-27.322929
S0000025,Gold,7.44,119.039497,-27.322929
S0000026,Gold,310.8,119.0746,-27.367781
S0000026,Gold,428.8,119.0746,-27.367781
S0000027,Gold,833.0,121.174066,-30.953175
S0000027,Gold,651.0,121.174066,-30.953175
S0000027,Gold,2800.0,121.174066,-30.953175
S0000029,Gold,12160.0,121.1717,-30.94286
S0000029,Gold,1770.3,121.1717,-30.94286
S0000029,Gold,7395.0,121.1717,-30.94286
S0000029,Gold,2387.2,121.1717,-30.94286
S0000029,Gold,782.0,121.1717,-30.94286
S0000029,Gold,121.6,121.1717,-30.94286
S0000030,Gold,5127.74,120.101598,-21.870333
S0000030,Gold,3440.0,120.101598,-21.870333
S0000030,Gold,13083.0,120.101598,-21.870333
S0000030,Gold,13954.5,120.101598,-21.870333
S0000030,Gold,9207.0,120.101598,-21.870333
S0000030,Gold,4690.5,120.101598,-21.870333
S0000031,Gold,432.0,119.140297,-28.162029
S0000031,Gold,438.0,119.140297,-28.162029
S0000031,Gold,211.72,119.140297,-28.162029
S0000031,Gold,38.4,119.140297,-28.162029
S0000032,Gold,2108.7,117.654198,-27.320921
S0000032,Gold,672.3,117.654198,-27.320921
S0000032,Gold,839.8,117.654198,-27.320921
S0000032,Gold,108.8,117.654198,-27.320921
S0000032,Gold,108.8,117.654198,-27.320921
S0000032,Gold,253.3,117.654198,-27.320921
S0000032,Gold,23425.6,117.654198,-27.320921
S0000032,Gold,36098.4,117.654198,-27.320921
S0000032,Gold,22043.2,117.654198,-27.320921
S0000032,Gold,96.28,117.654198,-27.320921
S0000032,Gold,105.07,117.654198,-27.320921
S0000032,Gold,270.0,117.654198,-27.320921
S0000032,Gold,420.0,117.654198,-27.320921
S0000032,Gold,385.25,117.654198,-27.320921
S0000032,Gold,45337.5,117.654198,-27.320921
S0000032,Gold,19864.4,117.654198,-27.320921
S0000032,Gold,34067.52,117.654198,-27.320921
S0000032,Gold,7022.64,117.654198,-27.320921
S0000032,Gold,52957.68,117.654198,-27.320921
S0000032,Gold,13228.92,117.654198,-27.320921
S0000032,Gold,32102.66,117.654198,-27.320921
S0000032,Gold,5734.44,117.654198,-27.320921
S0000033,Gold,20298.3,117.655357,-27.318659
S0000033,Gold,20298.3,117.655357,-27.318659
S0000033,Gold,12313.4,117.655357,-27.318659
S0000033,Gold,12313.4,117.655357,-27.318659
S0000033,Gold,14865.0,117.655357,-27.318659
S0000033,Gold,14865.0,117.655357,-27.318659
S0000033,Gold,5899.4,117.655357,-27.318659
S0000033,Gold,5899.4,117.655357,-27.318659
S0000033,Gold,7708.0,117.655357,-27.318659
S0000033,Gold,7708.0,117.655357,-27.318659
S0000033,Gold,15040.0,117.655357,-27.318659
S0000033,Gold,15040.0,117.655357,-27.318659
S0000033,Gold,2940.0,117.655357,-27.318659
S0000033,Gold,2940.0,117.655357,-27.318659
S0000033,Gold,23843.808,117.655357,-27.318659
S0000033,Gold,23843.808,117.655357,-27.318659
S0000033,Gold,891.42792,117.655357,-27.318659
S0000033,Gold,891.42792,117.655357,-27.318659
S0000033,Gold,23189.4,117.655357,-27.318659
S0000033,Gold,23189.4,117.655357,-27.318659
S0000033,Gold,36.26,117.655357,-27.318659
S0000033,Gold,36.26,117.655357,-27.318659
S0000033,Gold,12159.0,117.655357,-27.318659
S0000033,Gold,12159.0,117.655357,-27.318659
S0000033,Gold,56656.62,117.655357,-27.318659
S0000033,Gold,56656.62,117.655357,-27.318659
S0000033,Gold,23233.53,117.655357,-27.318659
S0000033,Gold,23233.53,117.655357,-27.318659
S0000033,Gold,21627.0,117.655357,-27.318659
S0000033,Gold,21627.0,117.655357,-27.318659
S0000033,Gold,57400.0,117.655357,-27.318659
S0000033,Gold,57400.0,117.655357,-27.318659
S0000033,Gold,31050.0,117.655357,-27.318659
S0000033,Gold,31050.0,117.655357,-27.318659
S0000033,Gold,188.39106,117.655357,-27.318659
S0000033,Gold,188.39106,117.655357,-27.318659
S0000033,Gold,3443.35167,117.655357,-27.318659
S0000033,Gold,3443.35167,117.655357,-27.318659
S0000033,Gold,96.59623,117.655357,-27.318659
S0000033,Gold,96.59623,117.655357,-27.318659
S0000033,Gold,104.87329,117.655357,-27.318659
S0000033,Gold,104.87329,117.655357,-27.318659
S0000033,Gold,2375.8,117.655357,-27.318659
S0000033,Gold,2375.8,117.655357,-27.318659
S0000033,Gold,543.2085,117.655357,-27.318659
S0000033,Gold,543.2085,117.655357,-27.318659
S0000033,Gold,3499.91048,117.655357,-27.318659
S0000033,Gold,3499.91048,117.655357,-27.318659
S0000033,Gold,104.87329,117.655357,-27.318659
S0000033,Gold,104.87329,117.655357,-27.318659
S0000033,Gold,96.59623,117.655357,-27.318659
S0000033,Gold,96.59623,117.655357,-27.318659
S0000033,Gold,2375.8,117.655357,-27.318659
S0000033,Gold,2375.8,117.655357,-27.318659
S0000033,Gold,545.2965,117.655357,-27.318659
S0000033,Gold,545.2965,117.655357,-27.318659
S0000033,Gold,3244.916102,117.655357,-27.318659
S0000033,Gold,3244.916102,117.655357,-27.318659
S0000033,Gold,2681.26,117.655357,-27.318659
S0000033,Gold,2681.26,117.655357,-27.318659
S0000033,Gold,104.87329,117.655357,-27.318659
S0000033,Gold,104.87329,117.655357,-27.318659
S0000033,Gold,71.33261,117.655357,-27.318659
S0000033,Gold,71.33261,117.655357,-27.318659
S0000033,Gold,2375.8,117.655357,-27.318659
S0000033,Gold,2375.8,117.655357,-27.318659
S0000034,Gold,2986.9,117.657804,-27.311383
S0000034,Gold,148.5,117.657804,-27.311383
S0000034,Gold,2375.8,117.657804,-27.311383
S0000034,Gold,2590.0,117.657804,-27.311383
S0000036,Gold,197.8,121.404099,-30.820061
S0000036,Gold,27.0,121.404099,-30.820061
S0000036,Gold,220.0,121.404099,-30.820061
S0000038,Gold,371.8,121.398003,-30.810061
S0000039,Gold,331.74,121.220802,-30.58168
S0000042,Gold,407.0,121.12575,-30.583853
S0000043,Gold,264.0,121.122002,-29.448389
S0000043,Gold,375.48,121.122002,-29.448389
S0000043,Gold,67.1,121.122002,-29.448389
S0000043,Gold,270.0,121.122002,-29.448389
S0000043,Gold,354.62,121.122002,-29.448389
S0000045,Gold,680.0,118.347188,-26.86947
S0000045,Gold,200.14604,118.347188,-26.86947
S0000045,Gold,886.64625,118.347188,-26.86947
S0000046,Gold,10900.0,118.425102,-26.716249
S0000046,Gold,4316.0,118.425102,-26.716249
S0000046,Gold,1576.3,118.425102,-26.716249
S0000046,Gold,2153.6,118.425102,-26.716249
S0000046,Gold,2641.0,118.425102,-26.716249
S0000046,Gold,6818.76685,118.425102,-26.716249
S0000046,Gold,2976.75864,118.425102,-26.716249
S0000046,Gold,411.62784,118.425102,-26.716249
S0000046,Gold,2648.1,118.425102,-26.716249
S0000046,Gold,59.4,118.425102,-26.716249
S0000046,Gold,10.4,118.425102,-26.716249
S0000046,Gold,531.36312,118.425102,-26.716249
S0000046,Gold,1932.83,118.425102,-26.716249
S0000046,Gold,131.16202,118.425102,-26.716249
S0000046,Gold,4373.19468,118.425102,-26.716249
S0000046,Gold,2515.518,118.425102,-26.716249
S0000046,Gold,1346.67797,118.425102,-26.716249
S0000046,Gold,115.7832,118.425102,-26.716249
S0000046,Gold,4774.56562,118.425102,-26.716249
S0000046,Gold,2829.86901,118.425102,-26.716249
S0000046,Gold,2616.93232,118.425102,-26.716249
S0000048,Gold,1264.0,118.343903,-26.88567
S0000048,Gold,644.0,118.343903,-26.88567
S0000048,Gold,447.3,118.343903,-26.88567
S0000048,Gold,1047.96,118.343903,-26.88567
S0000048,Gold,1539.9,118.343903,-26.88567
S0000048,Gold,624.0,118.343903,-26.88567
S0000048,Gold,10.0,118.343903,-26.88567
S0000048,Gold,92.3,118.343903,-26.88567
S0000048,Gold,92.3,118.343903,-26.88567
S0000048,Gold,91.0,118.343903,-26.88567
S0000048,Gold,4.4,118.343903,-26.88567
S0000048,Gold,543.2,118.343903,-26.88567
S0000049,Gold,492.0,118.54088,-26.529259
S0000049,Gold,2.1,118.54088,-26.529259
S0000049,Gold,23.0,118.54088,-26.529259
S0000049,Gold,610.2,118.54088,-26.529259
S0000049,Gold,979.4,118.54088,-26.529259
S0000049,Gold,265.65,118.54088,-26.529259
S0000049,Gold,738.1927,118.54088,-26.529259
S0000049,Gold,979.4,118.54088,-26.529259
S0000049,Gold,265.65,118.54088,-26.529259
S0000049,Gold,759.77748,118.54088,-26.529259
S0000050,Gold,6763.5,118.506104,-26.60397
S0000050,Gold,10806.9,118.506104,-26.60397
S0000050,Gold,28900.0,118.506104,-26.60397
S0000050,Gold,13020.0,118.506104,-26.60397
S0000050,Gold,465.0,118.506104,-26.60397
S0000050,Gold,32983.4,118.506104,-26.60397
S0000050,Gold,13775.55,118.506104,-26.60397
S0000050,Gold,32497.2,118.506104,-26.60397
S0000050,Gold,15129.6,118.506104,-26.60397
S0000050,Gold,37490.72,118.506104,-26.60397
S0000050,Gold,17769.0,118.506104,-26.60397
S0000050,Gold,40320.0,118.506104,-26.60397
S0000050,Gold,21440.0,118.506104,-26.60397
S0000050,Gold,25800.0,118.506104,-26.60397
S0000050,Gold,12430.0,118.506104,-26.60397
S0000050,Gold,18020.0,118.506104,-26.60397
S0000050,Gold,9880.0,118.506104,-26.60397
S0000050,Gold,13600.0,118.506104,-26.60397
S0000050,Gold,7451.76,118.506104,-26.60397
S0000050,Gold,341.94,118.506104,-26.60397
S0000050,Gold,360.03656,118.506104,-26.60397
S0000050,Gold,6552.0,118.506104,-26.60397
S0000050,Gold,20000.61,118.506104,-26.60397
S0000050,Gold,14969.01,118.506104,-26.60397
S0000050,Gold,2708.81,118.506104,-26.60397
S0000050,Gold,3157.68,118.506104,-26.60397
S0000050,Gold,6583.23,118.506104,-26.60397
S0000050,Gold,20780.87,118.506104,-26.60397
S0000050,Gold,14322.308,118.506104,-26.60397
S0000050,Gold,3956.7,118.506104,-26.60397
S0000050,Gold,1533.6,118.506104,-26.60397
S0000051,Gold,96.6,118.366898,-26.705629
S0000051,Gold,96.6,118.366898,-26.705629
S0000051,Copper,0.3588,118.366898,-26.705629
S0000051,Copper,0.3588,118.366898,-26.705629
S0000051,Copper,0.352,118.366898,-26.705629
S0000051,Copper,0.352,118.366898,-26.705629
S0000051,Gold,118.8,118.366898,-26.705629
S0000051,Gold,118.8,118.366898,-26.705629
S0000053,Gold,537.0,121.644084,-30.809293
S0000053,Gold,2771.04,121.644084,-30.809293
S0000053,Gold,1678.3,121.644084,-30.809293
S0000053,Gold,922.5,121.644084,-30.809293
S0000053,Gold,766.5,121.644084,-30.809293
S0000053,Gold,963.2,121.644084,-30.809293
S0000053,Gold,1439.1,121.644084,-30.809293
S0000053,Gold,68.4,121.644084,-30.809293
S0000053,Gold,1339.0,121.644084,-30.809293
S0000053,Gold,39.01,121.644084,-30.809293
S0000053,Gold,1377.0,121.644084,-30.809293
S0000053,Gold,1914.0,121.644084,-30.809293
S0000053,Gold,3492.0,121.644084,-30.809293
S0000053,Gold,1690.0,121.644084,-30.809293
S0000055,Gold,231.65,116.412804,-28.813999
S0000055,Gold,151.32,116.412804,-28.813999
S0000055,Gold,252.5,116.412804,-28.813999
S0000055,Gold,171.0,116.412804,-28.813999
S0000057,Gold,602.0,121.1828,-30.96953
S0000057,Gold,602.0,121.1828,-30.96953
S0000057,Gold,1012.0,121.1828,-30.96953
S0000057,Gold,1012.0,121.1828,-30.96953
S0000057,Gold,4070.0,121.1828,-30.96953
S0000057,Gold,4070.0,121.1828,-30.96953
S0000057,Gold,10759.4,121.1828,-30.96953
S0000057,Gold,10759.4,121.1828,-30.96953
S0000057,Gold,3989.7,121.1828,-30.96953
S0000057,Gold,3989.7,121.1828,-30.96953
S0000057,Gold,10402.9,121.1828,-30.96953
S0000057,Gold,10402.9,121.1828,-30.96953
S0000057,Gold,1382.4,121.1828,-30.96953
S0000057,Gold,1382.4,121.1828,-30.96953
S0000057,Gold,573.5,121.1828,-30.96953
S0000057,Gold,573.5,121.1828,-30.96953
S0000057,Gold,2595.3,121.1828,-30.96953
S0000057,Gold,2595.3,121.1828,-30.96953
S0000057,Gold,12219.4,121.1828,-30.96953
S0000057,Gold,12219.4,121.1828,-30.96953
S0000057,Gold,1547.7,121.1828,-30.96953
S0000057,Gold,1547.7,121.1828,-30.96953
S0000057,Gold,8541.7,121.1828,-30.96953
S0000057,Gold,8541.7,121.1828,-30.96953
S0000057,Gold,5877.6,121.1828,-30.96953
S0000057,Gold,5877.6,121.1828,-30.96953
S0000060,Gold,693.9,121.1745,-30.988689
S0000060,Gold,691.2,121.1745,-30.988689
S0000061,Gold,521.7,121.174004,-30.98703
S0000061,Gold,1047.96,121.174004,-30.98703
S0000061,Gold,2033.18,121.174004,-30.98703
S0000061,Gold,603.72,121.174004,-30.98703
S0000061,Gold,1126.4,121.174004,-30.98703
S0000061,Gold,666.4,121.174004,-30.98703
S0000061,Gold,396.0,121.174004,-30.98703
S0000061,Gold,332.0,121.174004,-30.98703
S0000061,Gold,360.0,121.174004,-30.98703
S0000061,Gold,1440.0,121.174004,-30.98703
S0000061,Gold,431.8,121.174004,-30.98703
S0000061,Gold,286.2,121.174004,-30.98703
S0000061,Gold,729.8,121.174004,-30.98703
S0000061,Gold,218.4,121.174004,-30.98703
S0000061,Gold,749.7,121.174004,-30.98703
S0000061,Gold,1372.4,121.174004,-30.98703
S0000061,Gold,99.0,121.174004,-30.98703
S0000061,Gold,53.3,121.174004,-30.98703
S0000061,Gold,595.0,121.174004,-30.98703
S0000061,Gold,97.5,121.174004,-30.98703
S0000061,Gold,175.0,121.174004,-30.98703
S0000061,Gold,368.3,121.174004,-30.98703
S0000061,Gold,173.4,121.174004,-30.98703
S0000061,Gold,501.2,121.174004,-30.98703
S0000061,Gold,223.2,121.174004,-30.98703
S0000061,Gold,0.0,121.174004,-30.98703
S0000063,Gold,450.0,121.012001,-30.46953
S0000065,Gold,323.18,121.316269,-30.433571
S0000068,Gold,8179.08,120.900159,-31.021171
S0000068,Gold,7183.95,120.900159,-31.021171
S0000068,Gold,598.82,120.900159,-31.021171
S0000068,Gold,1044.0,120.900159,-31.021171
S0000068,Gold,817.0,120.900159,-31.021171
S0000068,Gold,62275.5,120.900159,-31.021171
S0000068,Gold,81014.04,120.900159,-31.021171
S0000068,Gold,1513.0,120.900159,-31.021171
S0000068,Gold,66332.0,120.900159,-31.021171
S0000068,Gold,31320.0,120.900159,-31.021171
S0000068,Gold,1424.0,120.900159,-31.021171
S0000068,Gold,68832.0,120.900159,-31.021171
S0000068,Gold,33277.0,120.900159,-31.021171
S0000068,Gold,70952.0,120.900159,-31.021171
S0000068,Gold,39200.0,120.900159,-31.021171
S0000068,Gold,67884.3,120.900159,-31.021171
S0000068,Gold,27696.0,120.900159,-31.021171
S0000069,Gold,3876.0,120.900159,-31.021171
S0000072,Gold,790.0,121.844803,-30.718121
S0000077,Gold,496.0,121.380351,-29.198009
S0000077,Gold,1540.0,121.380351,-29.198009
S0000077,Gold,494.0,121.380351,-29.198009
S0000077,Gold,2072.0,121.380351,-29.198009
S0000077,Gold,860.0,121.380351,-29.198009
S0000077,Gold,918.0,121.380351,-29.198009
S0000077,Gold,884.0,121.380351,-29.198009
S0000077,Gold,1714.0,121.380351,-29.198009
S0000077,Gold,1090.6,121.380351,-29.198009
S0000078,Gold,281.6,120.582906,-30.117152
S0000078,Gold,240.8,120.582906,-30.117152
S0000078,Gold,190.9,120.582906,-30.117152
S0000078,Gold,891.7,120.582906,-30.117152
S0000078,Gold,44.8,120.582906,-30.117152
S0000078,Gold,624.0,120.582906,-30.117152
S0000080,Gold,3680.46,120.583013,-30.116765
S0000080,Gold,1520.19,120.583013,-30.116765
S0000080,Gold,636.0,120.583013,-30.116765
S0000080,Gold,387.59,120.583013,-30.116765
S0000080,Gold,269.64,120.583013,-30.116765
S0000080,Gold,949.0,120.583013,-30.116765
S0000080,Gold,66.0,120.583013,-30.116765
S0000080,Gold,1530.0,120.583013,-30.116765
S0000080,Gold,858.0,120.583013,-30.116765
S0000081,Gold,102.9,119.072899,-33.94725
S0000083,Gold,105.0,119.951284,-26.805846
S0000083,Gold,102.0,119.951284,-26.805846
S0000083,Gold,211.14,119.951284,-26.805846
S0000083,Gold,225.0,119.951284,-26.805846
S0000084,Gold,1044.0,120.883904,-30.458481
S0000084,Gold,817.0,120.883904,-30.458481
S0000084,Gold,1456.65,120.883904,-30.458481
S0000084,Gold,2684.0,120.883904,-30.458481
S0000084,Gold,2380.0,120.883904,-30.458481
S0000084,Gold,3152.0,120.883904,-30.458481
S0000084,Gold,162.0,120.883904,-30.458481
S0000084,Gold,1917.7,120.883904,-30.458481
S0000084,Gold,2720.0,120.883904,-30.458481
S0000084,Gold,441.0,120.883904,-30.458481
S0000084,Gold,680.0,120.883904,-30.458481
S0000085,Gold,580.0,121.5872,-28.796337
S0000085,Gold,496.0,121.5872,-28.796337
S0000085,Gold,652.8,121.5872,-28.796337
S0000085,Gold,32.0,121.5872,-28.796337
S0000085,Gold,502.4,121.5872,-28.796337
S0000085,Gold,65.0,121.5872,-28.796337
S0000085,Gold,448.0,121.5872,-28.796337
S0000085,Gold,459.0,121.5872,-28.796337
S0000085,Gold,92.0,121.5872,-28.796337
S0000086,Gold,1048.35,121.618896,-28.785919
S0000086,Gold,894.6,121.618896,-28.785919
S0000086,Gold,2718.0,121.618896,-28.785919
S0000087,Gold,504.45,121.600481,-28.803272
S0000087,Gold,630.5,121.600481,-28.803272
S0000088,Gold,1395.0,115.894529,-28.006371
S0000088,Gold,1426.0,115.894529,-28.006371
S0000088,Gold,1749.0,115.894529,-28.006371
S0000088,Gold,1769.6,115.894529,-28.006371
S0000088,Gold,532.62,115.894529,-28.006371
S0000088,Gold,1425.45,115.894529,-28.006371
S0000091,Gold,270.0,121.552002,-31.253139
S0000093,Gold,259.35,121.547302,-31.19841
S0000093,Gold,241.2,121.547302,-31.19841
S0000093,Gold,112.32,121.547302,-31.19841
S0000093,Gold,78.0,121.547302,-31.19841
S0000093,Gold,830.0,121.547302,-31.19841
S0000095,Gold,542.9,121.801201,-32.201199
S0000095,Gold,606.3,121.801201,-32.201199
S0000095,Gold,864.0,121.801201,-32.201199
S0000095,Gold,195.0,121.801201,-32.201199
S0000095,Gold,390.0,121.801201,-32.201199
S0000095,Gold,507.0,121.801201,-32.201199
S0000096,Gold,1760.0,121.808087,-32.12326
S0000096,Gold,6840.0,121.808087,-32.12326
S0000096,Gold,2320.0,121.808087,-32.12326
S0000096,Gold,2730.0,121.808087,-32.12326
S0000096,Gold,2737.0,121.808087,-32.12326
S0000096,Gold,6786.8,121.808087,-32.12326
S0000096,Gold,2447.6,121.808087,-32.12326
S0000096,Gold,105.47,121.808087,-32.12326
S0000096,Gold,570.88,121.808087,-32.12326
S0000096,Gold,4.0,121.808087,-32.12326
S0000096,Gold,140.8,121.808087,-32.12326
S0000096,Gold,3500.0,121.808087,-32.12326
S0000096,Gold,7680.0,121.808087,-32.12326
S0000096,Gold,23940.0,121.808087,-32.12326
S0000096,Gold,23.4,121.808087,-32.12326
S0000096,Gold,3100.0,121.808087,-32.12326
S0000096,Gold,3500.0,121.808087,-32.12326
S0000096,Gold,11070.0,121.808087,-32.12326
